scenario,n,trial,rank,lambda_min_information,parameter_covered,aligned_sum_width,empty,lower,upper,width,delta_covered,decision,incorrect_claim,sign_error
null,512,116,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,117,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,118,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,119,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,120,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,121,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,122,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,123,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,124,1,0.0,1,0.02598569670655637,0,-1.0,1.0,2.0,1,0,0,0
null,512,125,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,126,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,127,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,128,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,129,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,130,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,131,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,132,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,133,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,134,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,135,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,136,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,137,1,0.0,1,0.025985696706557038,0,-1.0,1.0,2.0,1,0,0,0
null,512,138,1,0.0,1,0.025985696706556594,0,-1.0,1.0,2.0,1,0,0,0
null,512,139,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,140,1,0.0,1,0.02598569670655637,0,-1.0,1.0,2.0,1,0,0,0
null,512,141,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,142,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,143,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,144,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,145,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,146,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,147,1,0.0,1,0.025985696706557038,0,-1.0,1.0,2.0,1,0,0,0
null,512,148,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,149,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,150,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,151,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,152,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,153,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,154,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,155,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,156,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,157,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,158,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,159,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,160,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,161,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,162,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,163,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,164,1,0.0,1,0.02598569670655637,0,-1.0,1.0,2.0,1,0,0,0
null,512,165,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,166,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,167,1,0.0,1,0.02598569670655637,0,-1.0,1.0,2.0,1,0,0,0
null,512,168,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,169,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,170,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,171,1,0.0,1,0.025985696706557038,0,-1.0,1.0,2.0,1,0,0,0
null,512,172,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,173,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,174,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,175,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,176,1,0.0,1,0.025985696706556594,0,-1.0,1.0,2.0,1,0,0,0
null,512,177,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,178,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,179,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,180,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,181,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,182,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,183,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,184,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,185,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,186,1,0.0,1,0.025985696706555372,0,-1.0,1.0,2.0,1,0,0,0
null,512,187,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,188,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,189,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,190,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,191,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,192,1,0.0,0,0.025985696706557038,0,-0.998596735925263,0.998596735925263,1.997193471850526,1,0,0,0
null,512,193,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,194,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,195,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,196,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,197,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,198,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,199,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,200,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,201,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,202,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,203,1,0.0,1,0.025985696706555372,0,-1.0,1.0,2.0,1,0,0,0
null,512,204,1,0.0,1,0.02598569670655637,0,-1.0,1.0,2.0,1,0,0,0
null,512,205,1,0.0,1,0.02598569670655637,0,-1.0,1.0,2.0,1,0,0,0
null,512,206,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,207,1,0.0,1,0.02598569670655637,0,-1.0,1.0,2.0,1,0,0,0
null,512,208,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,209,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,210,1,0.0,0,0.025985696706557038,0,-0.9955526784679617,0.9955526784679617,1.9911053569359234,1,0,0,0
null,512,211,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,212,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,213,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,214,1,0.0,1,0.025985696706556594,0,-1.0,1.0,2.0,1,0,0,0
null,512,215,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,216,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,217,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,218,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,219,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,220,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,221,1,0.0,0,0.025985696706557038,0,-0.9947192957158554,0.9947192957158554,1.9894385914317108,1,0,0,0
null,512,222,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,223,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,224,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,225,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,226,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,227,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,228,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,229,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,230,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,231,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,232,1,0.0,0,0.025985696706557038,0,-0.9981130026048052,0.9981130026048052,1.9962260052096104,1,0,0,0
null,512,233,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,234,1,0.0,1,0.02598569670655637,0,-1.0,1.0,2.0,1,0,0,0
null,512,235,1,0.0,1,0.02598569670655637,0,-1.0,1.0,2.0,1,0,0,0
null,512,236,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,237,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,238,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,239,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,240,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,241,1,0.0,1,0.02598569670655637,0,-1.0,1.0,2.0,1,0,0,0
null,512,242,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,243,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,244,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,245,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,246,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,247,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,248,1,0.0,0,0.025985696706557038,0,-0.9985812385691538,0.9985812385691538,1.9971624771383076,1,0,0,0
null,512,249,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,250,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,251,1,0.0,0,0.025985696706557038,0,-0.9998218539701399,0.9998218539701399,1.9996437079402798,1,0,0,0
null,512,252,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,253,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,254,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,255,1,0.0,1,0.02598569670655637,0,-1.0,1.0,2.0,1,0,0,0
null,512,256,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,257,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,258,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,259,1,0.0,0,0.025985696706557038,0,-0.9988753350232596,0.9988753350232596,1.9977506700465193,1,0,0,0
null,512,260,1,0.0,0,0.025985696706556927,0,-0.9958533985987384,0.9958533985987384,1.991706797197477,1,0,0,0
null,512,261,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,262,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,263,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,264,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,265,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,266,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,267,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,268,1,0.0,1,0.025985696706556594,0,-1.0,1.0,2.0,1,0,0,0
null,512,269,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,270,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,271,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,272,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,273,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,274,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,275,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,276,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,277,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,278,1,0.0,1,0.025985696706557038,0,-1.0,1.0,2.0,1,0,0,0
null,512,279,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,280,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,281,1,0.0,1,0.02598569670655637,0,-1.0,1.0,2.0,1,0,0,0
null,512,282,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,283,1,0.0,0,0.025985696706557038,0,-0.9993184725607133,0.9993184725607133,1.9986369451214265,1,0,0,0
null,512,284,1,0.0,1,0.025985696706557038,0,-1.0,1.0,2.0,1,0,0,0
null,512,285,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,286,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,287,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,288,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,289,1,0.0,1,0.02598569670655637,0,-1.0,1.0,2.0,1,0,0,0
null,512,290,1,0.0,0,0.025985696706557038,0,-0.9903164905595903,0.9903164905595903,1.9806329811191805,1,0,0,0
null,512,291,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,292,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,293,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,294,1,0.0,1,0.02598569670655637,0,-1.0,1.0,2.0,1,0,0,0
null,512,295,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,296,1,0.0,1,0.02598569670655637,0,-1.0,1.0,2.0,1,0,0,0
null,512,297,1,0.0,0,0.025985696706557038,0,-0.9992483110449618,0.9992483110449618,1.9984966220899236,1,0,0,0
null,512,298,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,512,299,1,0.0,1,0.025985696706556483,0,-1.0,1.0,2.0,1,0,0,0
null,2048,0,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,1,1,0.0,0,0.012992848353279074,0,-0.9982291758031592,0.9982291758031592,1.9964583516063183,1,0,0,0
null,2048,2,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,3,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,4,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,5,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,6,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,7,1,0.0,0,0.012992848353279074,0,-0.9989818734588038,0.9989818734588038,1.9979637469176077,1,0,0,0
null,2048,8,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,9,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,10,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,11,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,12,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,13,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,14,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,15,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,16,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,17,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,18,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,19,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,20,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,21,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,22,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,23,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,24,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,25,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,26,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,27,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,28,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,29,1,0.0,1,0.012992848353277853,0,-1.0,1.0,2.0,1,0,0,0
null,2048,30,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,31,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,32,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,33,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,34,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,35,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,36,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,37,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,38,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,39,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,40,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,41,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,42,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,43,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,44,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,45,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,46,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,47,1,0.0,1,0.012992848353277853,0,-1.0,1.0,2.0,1,0,0,0
null,2048,48,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,49,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,50,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,51,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,52,1,0.0,0,0.012992848353279074,0,-0.9974623901151878,0.9974623901151878,1.9949247802303756,1,0,0,0
null,2048,53,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,54,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,55,1,0.0,0,0.012992848353279185,0,-0.9956650121750381,0.9956650121750381,1.9913300243500762,1,0,0,0
null,2048,56,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,57,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,58,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,59,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,60,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,61,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,62,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,63,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,64,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,65,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,66,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,67,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,68,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,69,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,70,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,71,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,72,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,73,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,74,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,75,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,76,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,77,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,78,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,79,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,80,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,81,1,0.0,1,0.012992848353277853,0,-1.0,1.0,2.0,1,0,0,0
null,2048,82,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,83,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,84,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,85,1,0.0,1,0.012992848353279074,0,-1.0,1.0,2.0,1,0,0,0
null,2048,86,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,87,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,88,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,89,1,0.0,1,0.012992848353277853,0,-1.0,1.0,2.0,1,0,0,0
null,2048,90,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,91,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,92,1,0.0,0,0.012992848353279074,0,-0.9997204905873978,0.9997204905873978,1.9994409811747955,1,0,0,0
null,2048,93,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,94,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,95,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,96,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,97,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,98,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,99,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,100,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,101,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,102,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,103,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,104,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,105,1,0.0,1,0.012992848353278075,0,-1.0,1.0,2.0,1,0,0,0
null,2048,106,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,107,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,108,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,109,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
null,2048,110,1,0.0,1,0.012992848353277964,0,-1.0,1.0,2.0,1,0,0,0
