trial,method,budget,alpha,rank,theta1,theta2,true_delta,delta_hat,parameter_covered,point_sign_error,interval_type,empty,lower,upper,width,delta_covered,decision,incorrect_claim,sign_error
0,random,16,0.01,2,0.8561554461455669,0.3350654281769645,0.5210900179686024,0.370372894627791,1,0,scalar_wald,0,0.1875558993188185,0.5531898899367635,0.36563399061794505,1,1,0,0
0,random,32,0.5,2,0.8561554461455669,0.3350654281769645,0.5210900179686024,0.3875618786799879,0,0,shared_parameter_set,0,0.32605381391877863,0.4490699434411972,0.12301612952241858,0,1,0,0
0,random,32,0.5,2,0.8561554461455669,0.3350654281769645,0.5210900179686024,0.3875618786799879,0,0,scalar_wald,0,0.3523264395020551,0.42279731785792074,0.07047087835586563,0,1,0,0
0,random,32,0.2,2,0.8561554461455669,0.3350654281769645,0.5210900179686024,0.3875618786799879,0,0,shared_parameter_set,0,0.29383666349875004,0.4812870938612258,0.18745043036247577,0,1,0,0
0,random,32,0.2,2,0.8561554461455669,0.3350654281769645,0.5210900179686024,0.3875618786799879,0,0,scalar_wald,0,0.3206134451003761,0.45451031225959976,0.13389686715922366,0,1,0,0
0,random,32,0.1,2,0.8561554461455669,0.3350654281769645,0.5210900179686024,0.3875618786799879,0,0,shared_parameter_set,0,0.2754563123978515,0.49966744496212434,0.22421113256427283,0,1,0,0
0,random,32,0.1,2,0.8561554461455669,0.3350654281769645,0.5210900179686024,0.3875618786799879,0,0,scalar_wald,0,0.30163449444293766,0.4734892629170382,0.17185476847410053,0,1,0,0
0,random,32,0.05,2,0.8561554461455669,0.3350654281769645,0.5210900179686024,0.3875618786799879,0,0,shared_parameter_set,0,0.25969124083803613,0.5154325165219398,0.25574127568390365,0,1,0,0
0,random,32,0.05,2,0.8561554461455669,0.3350654281769645,0.5210900179686024,0.3875618786799879,0,0,scalar_wald,0,0.28517308515403245,0.4899506722059434,0.20477758705191096,0,1,0,0
0,random,32,0.01,2,0.8561554461455669,0.3350654281769645,0.5210900179686024,0.3875618786799879,1,0,shared_parameter_set,0,0.22902066642627472,0.5461030909337011,0.3170824245074264,1,1,0,0
0,random,32,0.01,2,0.8561554461455669,0.3350654281769645,0.5210900179686024,0.3875618786799879,1,0,scalar_wald,0,0.25300019448604844,0.5221235628739274,0.2691233683878789,1,1,0,0
