trial,method,budget,alpha,rank,theta1,theta2,true_delta,delta_hat,parameter_covered,point_sign_error,interval_type,empty,lower,upper,width,delta_covered,decision,incorrect_claim,sign_error
56,d_opt,0,0.01,1,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.0,1,0,scalar_wald,0,-1.0,1.0,2.0,1,0,0,0
56,d_opt,2,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,0,0,shared_parameter_set,0,-0.04414352950201117,0.3090794772526313,0.35322300675464247,0,0,0,0
56,d_opt,2,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,0,0,scalar_wald,0,0.03129451134589778,0.23364143640472235,0.20234692505882457,0,0,0,0
56,d_opt,2,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,0,0,shared_parameter_set,0,-0.13665041282380508,0.40158636057442526,0.5382367733982303,1,0,0,0
56,d_opt,2,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,0,0,scalar_wald,0,-0.059764760956380114,0.32470070870700024,0.38446546966338035,0,0,0,0
56,d_opt,2,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,1,0,shared_parameter_set,0,-0.18942693006809197,0.4543628778187121,0.6437898078868041,1,0,0,0
56,d_opt,2,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,1,0,scalar_wald,0,-0.11426007016741072,0.3791960179180308,0.4934560880854415,0,0,0,0
56,d_opt,2,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,1,0,shared_parameter_set,0,-0.2346940507268125,0.4996299984774326,0.7343240492042451,1,0,0,0
56,d_opt,2,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,1,0,scalar_wald,0,-0.16152662380569804,0.42646257155631817,0.5879891953620162,1,0,0,0
56,d_opt,2,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,1,0,shared_parameter_set,0,-0.32276016494023385,0.587696112690854,0.9104562776310878,1,0,0,0
56,d_opt,2,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,1,0,scalar_wald,0,-0.25390642165702504,0.5188423694076452,0.7727487910646702,1,0,0,0
56,d_opt,4,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,0,0,shared_parameter_set,0,0.12610205730215007,0.3758684406494593,0.24976638334730922,0,1,0,0
56,d_opt,4,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,0,0,scalar_wald,0,0.17944480754513417,0.32252569040647516,0.143080882861341,0,1,0,0
56,d_opt,4,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,1,0,shared_parameter_set,0,0.06068981279887664,0.44128068515273267,0.380590872353856,1,1,0,0
56,d_opt,4,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,1,0,scalar_wald,0,0.11505617861028111,0.3869143193413282,0.2718581407310471,0,1,0,0
56,d_opt,4,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,1,0,shared_parameter_set,0,0.023371179568032696,0.4785993183835766,0.4552281388155439,1,0,0,0
56,d_opt,4,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,1,0,scalar_wald,0,0.07652217592430366,0.42544832202730565,0.348926146103002,1,1,0,0
56,d_opt,4,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,1,0,shared_parameter_set,0,-0.008637508414538253,0.5106080063661476,0.5192455147806858,1,0,0,0
56,d_opt,4,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,1,0,scalar_wald,0,0.043099675323353015,0.4588708226282563,0.4157711473049033,1,0,0,0
56,d_opt,4,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,1,0,shared_parameter_set,0,-0.07090965496759738,0.5728801529192067,0.6437898078868041,1,0,0,0
56,d_opt,4,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,1,0,scalar_wald,0,-0.022222706181962704,0.524193204133572,0.5464159103155346,1,0,0,0
56,d_opt,8,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,0,0,shared_parameter_set,0,0.15223075067246694,0.32884225404978806,0.17661150337732112,0,1,0,0
56,d_opt,8,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,0,0,scalar_wald,0,0.18994977109642136,0.29112323362583364,0.10117346252941228,0,1,0,0
56,d_opt,8,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,0,0,shared_parameter_set,0,0.10597730901156988,0.37509569571068513,0.26911838669911525,0,1,0,0
56,d_opt,8,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,0,0,scalar_wald,0,0.14442013494528244,0.33665286977697256,0.19223273483169012,0,1,0,0
56,d_opt,8,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,0,0,shared_parameter_set,0,0.07958905038942643,0.4014839543328286,0.32189490394340214,1,1,0,0
56,d_opt,8,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,0,0,scalar_wald,0,0.11717248033976714,0.3639005243824879,0.24672804404272075,0,1,0,0
56,d_opt,8,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,1,0,shared_parameter_set,0,0.05695549006006628,0.4241175146621888,0.3671620246021225,1,1,0,0
56,d_opt,8,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,1,0,scalar_wald,0,0.09353920352062348,0.3875338012016315,0.293994597681008,0,1,0,0
56,d_opt,8,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,1,0,shared_parameter_set,0,0.01292243295335549,0.46815057176889946,0.45522813881554397,1,0,0,0
56,d_opt,8,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,1,0,scalar_wald,0,0.04734930459496001,0.433723700127295,0.386374395532335,1,0,0,0
56,d_opt,16,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3401414138563345,1,0,shared_parameter_set,0,0.26804006952629034,0.4122427581863787,0.14420268866008834,1,1,0,0
56,d_opt,16,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3401414138563345,1,0,scalar_wald,0,0.29883752073839226,0.38144530697427675,0.0826077862358845,0,1,0,0
56,d_opt,16,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3401414138563345,1,0,shared_parameter_set,0,0.23027429255402787,0.4500085351586411,0.21973424260461322,1,1,0,0
56,d_opt,16,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3401414138563345,1,0,scalar_wald,0,0.2616627284901039,0.4186200992225651,0.1569573707324612,1,1,0,0
56,d_opt,16,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3401414138563345,1,0,shared_parameter_set,0,0.20872836961241115,0.47155445810025787,0.2628260884878467,1,1,0,0
56,d_opt,16,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3401414138563345,1,0,scalar_wald,0,0.23941511166640106,0.44086771604626795,0.2014526043798669,1,1,0,0
56,d_opt,16,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3401414138563345,1,0,shared_parameter_set,0,0.19024814498926723,0.49003468272340184,0.2997865377341346,1,1,0,0
56,d_opt,16,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3401414138563345,1,0,scalar_wald,0,0.2201186219474518,0.4601642057652172,0.24004558381776542,1,1,0,0
56,d_opt,16,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3401414138563345,1,0,shared_parameter_set,0,0.15429530441384254,0.5259875232988265,0.37169221888498394,1,1,0,0
56,d_opt,16,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3401414138563345,1,0,scalar_wald,0,0.18240472740125033,0.49787810031141866,0.3154733729101683,1,1,0,0
56,d_opt,32,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.39668288154754294,1,0,shared_parameter_set,0,0.3401042389442488,0.4532615241508371,0.1131572852065883,1,1,0,0
56,d_opt,32,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.39668288154754294,1,0,scalar_wald,0,0.3642713054727965,0.42909445762228937,0.06482315214949286,1,1,0,0
56,d_opt,32,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.39668288154754294,1,0,shared_parameter_set,0,0.31046905782795176,0.48289670526713413,0.17242764743918237,1,1,0,0
56,d_opt,32,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.39668288154754294,1,0,scalar_wald,0,0.33509987595215185,0.45826588714293404,0.12316601119078219,1,1,0,0
56,d_opt,32,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.39668288154754294,1,0,shared_parameter_set,0,0.29356175762434267,0.4998040054707432,0.20624224784640055,1,1,0,0
56,d_opt,32,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.39668288154754294,1,0,scalar_wald,0,0.3176419495745044,0.47572381352058146,0.15808186394607704,1,1,0,0
56,d_opt,32,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.39668288154754294,1,0,shared_parameter_set,0,0.2790601414076563,0.5143056216874295,0.23524548027977327,1,1,0,0
56,d_opt,32,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.39668288154754294,1,0,scalar_wald,0,0.3024998020119154,0.4908659610831705,0.1883661590712551,1,1,0,0
56,d_opt,32,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.39668288154754294,1,0,shared_parameter_set,0,0.2508475895281965,0.5425181735668894,0.29167058403869284,1,1,0,0
56,d_opt,32,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.39668288154754294,1,0,scalar_wald,0,0.27290533355179386,0.5204604295432921,0.24755509599149822,1,1,0,0
56,c_opt,0,0.5,1,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.0,0,0,shared_parameter_set,0,-0.8536831960787439,0.8536831960787439,1.7073663921574878,1,0,0,0
56,c_opt,0,0.5,1,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.0,0,0,scalar_wald,0,-1.0,1.0,2.0,1,0,0,0
56,c_opt,0,0.2,1,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.0,1,0,shared_parameter_set,0,-0.8992128322298827,0.8992128322298827,1.7984256644597654,1,0,0,0
56,c_opt,0,0.2,1,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.0,1,0,scalar_wald,0,-1.0,1.0,2.0,1,0,0,0
56,c_opt,0,0.1,1,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.0,1,0,shared_parameter_set,0,-0.9264604868353981,0.9264604868353981,1.8529209736707961,1,0,0,0
56,c_opt,0,0.1,1,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.0,1,0,scalar_wald,0,-1.0,1.0,2.0,1,0,0,0
56,c_opt,0,0.05,1,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.0,1,0,shared_parameter_set,0,-0.9500937636545417,0.9500937636545417,1.9001875273090834,1,0,0,0
56,c_opt,0,0.05,1,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.0,1,0,scalar_wald,0,-1.0,1.0,2.0,1,0,0,0
56,c_opt,0,0.01,1,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.0,1,0,shared_parameter_set,0,-0.9962836625802051,0.9962836625802051,1.9925673251604101,1,0,0,0
56,c_opt,0,0.01,1,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.0,1,0,scalar_wald,0,-1.0,1.0,2.0,1,0,0,0
56,c_opt,2,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,0,0,shared_parameter_set,0,-0.04414352950201117,0.3090794772526313,0.35322300675464247,0,0,0,0
56,c_opt,2,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,0,0,scalar_wald,0,0.03129451134589778,0.23364143640472235,0.20234692505882457,0,0,0,0
56,c_opt,2,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,0,0,shared_parameter_set,0,-0.13665041282380508,0.40158636057442526,0.5382367733982303,1,0,0,0
56,c_opt,2,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,0,0,scalar_wald,0,-0.059764760956380114,0.32470070870700024,0.38446546966338035,0,0,0,0
56,c_opt,2,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,1,0,shared_parameter_set,0,-0.18942693006809197,0.4543628778187121,0.6437898078868041,1,0,0,0
56,c_opt,2,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,1,0,scalar_wald,0,-0.11426007016741072,0.3791960179180308,0.4934560880854415,0,0,0,0
56,c_opt,2,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,1,0,shared_parameter_set,0,-0.2346940507268125,0.4996299984774326,0.7343240492042451,1,0,0,0
56,c_opt,2,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,1,0,scalar_wald,0,-0.16152662380569804,0.42646257155631817,0.5879891953620162,1,0,0,0
56,c_opt,2,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,1,0,shared_parameter_set,0,-0.32276016494023385,0.587696112690854,0.9104562776310878,1,0,0,0
56,c_opt,2,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.13246797387531006,1,0,scalar_wald,0,-0.25390642165702504,0.5188423694076452,0.7727487910646702,1,0,0,0
56,c_opt,4,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,0,0,shared_parameter_set,0,0.12610205730215007,0.3758684406494593,0.24976638334730922,0,1,0,0
56,c_opt,4,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,0,0,scalar_wald,0,0.17944480754513417,0.32252569040647516,0.143080882861341,0,1,0,0
56,c_opt,4,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,1,0,shared_parameter_set,0,0.06068981279887664,0.44128068515273267,0.380590872353856,1,1,0,0
56,c_opt,4,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,1,0,scalar_wald,0,0.11505617861028111,0.3869143193413282,0.2718581407310471,0,1,0,0
56,c_opt,4,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,1,0,shared_parameter_set,0,0.023371179568032696,0.4785993183835766,0.4552281388155439,1,0,0,0
56,c_opt,4,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,1,0,scalar_wald,0,0.07652217592430366,0.42544832202730565,0.348926146103002,1,1,0,0
56,c_opt,4,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,1,0,shared_parameter_set,0,-0.008637508414538253,0.5106080063661476,0.5192455147806858,1,0,0,0
56,c_opt,4,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,1,0,scalar_wald,0,0.043099675323353015,0.4588708226282563,0.4157711473049033,1,0,0,0
56,c_opt,4,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,1,0,shared_parameter_set,0,-0.07090965496759738,0.5728801529192067,0.6437898078868041,1,0,0,0
56,c_opt,4,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.25098524897580465,1,0,scalar_wald,0,-0.022222706181962704,0.524193204133572,0.5464159103155346,1,0,0,0
56,c_opt,8,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,0,0,shared_parameter_set,0,0.15223075067246694,0.32884225404978806,0.17661150337732112,0,1,0,0
56,c_opt,8,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,0,0,scalar_wald,0,0.18994977109642136,0.29112323362583364,0.10117346252941228,0,1,0,0
56,c_opt,8,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,0,0,shared_parameter_set,0,0.10597730901156988,0.37509569571068513,0.26911838669911525,0,1,0,0
56,c_opt,8,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,0,0,scalar_wald,0,0.14442013494528244,0.33665286977697256,0.19223273483169012,0,1,0,0
56,c_opt,8,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,0,0,shared_parameter_set,0,0.07958905038942643,0.4014839543328286,0.32189490394340214,1,1,0,0
56,c_opt,8,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,0,0,scalar_wald,0,0.11717248033976714,0.3639005243824879,0.24672804404272075,0,1,0,0
56,c_opt,8,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,1,0,shared_parameter_set,0,0.05695549006006628,0.4241175146621888,0.3671620246021225,1,1,0,0
56,c_opt,8,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,1,0,scalar_wald,0,0.09353920352062348,0.3875338012016315,0.293994597681008,0,1,0,0
56,c_opt,8,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,1,0,shared_parameter_set,0,0.01292243295335549,0.46815057176889946,0.45522813881554397,1,0,0,0
56,c_opt,8,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.2405365023611275,1,0,scalar_wald,0,0.04734930459496001,0.433723700127295,0.386374395532335,1,0,0,0
56,c_opt,16,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3542211102672178,0,0,shared_parameter_set,0,0.2917795144303904,0.4166627061040452,0.1248831916736548,1,1,0,0
56,c_opt,16,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3542211102672178,0,0,scalar_wald,0,0.31845088955188255,0.38999133098255306,0.07154044143067051,0,1,0,0
56,c_opt,16,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3542211102672178,1,0,shared_parameter_set,0,0.25907339217875386,0.44936882835568176,0.1902954361769279,1,1,0,0
56,c_opt,16,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3542211102672178,1,0,scalar_wald,0,0.28625657508445607,0.42218564544997955,0.13592907036552349,1,1,0,0
56,c_opt,16,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3542211102672178,1,0,shared_parameter_set,0,0.24041407556333183,0.4680281449711038,0.22761406940777196,1,1,0,0
56,c_opt,16,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3542211102672178,1,0,scalar_wald,0,0.2669895737414673,0.4414526467929683,0.174463073051501,1,1,0,0
56,c_opt,16,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3542211102672178,1,0,shared_parameter_set,0,0.2244097315720464,0.4840324889623892,0.2596227573903428,1,1,0,0
56,c_opt,16,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3542211102672178,1,0,scalar_wald,0,0.250278323440992,0.45816389709344363,0.20788557365245164,1,1,0,0
56,c_opt,16,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3542211102672178,1,0,shared_parameter_set,0,0.19327365829551668,0.5151685622389189,0.32189490394340226,1,1,0,0
56,c_opt,16,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.3542211102672178,1,0,scalar_wald,0,0.21761713268833413,0.49082508784610146,0.2732079551577673,1,1,0,0
56,c_opt,32,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.38277781248551757,0,0,shared_parameter_set,0,0.33179446297707715,0.433761161993958,0.10196669901688082,1,1,0,0
56,c_opt,32,0.5,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.38277781248551757,0,0,scalar_wald,0,0.3535715495724162,0.4119840753986189,0.05841252582620271,1,1,0,0
56,c_opt,32,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.38277781248551757,1,0,shared_parameter_set,0,0.30509002598321155,0.4604655989878236,0.15537557300461202,1,1,0,0
56,c_opt,32,0.2,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.38277781248551757,1,0,scalar_wald,0,0.3272850018844504,0.4382706230865847,0.11098562120213429,1,1,0,0
56,c_opt,32,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.38277781248551757,1,0,shared_parameter_set,0,0.28985475776427155,0.4757008672067636,0.18584610944249202,1,1,0,0
56,c_opt,32,0.1,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.38277781248551757,1,0,scalar_wald,0,0.31155356116317023,0.4540020638078649,0.14244850264469466,1,1,0,0
56,c_opt,32,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.38277781248551757,1,0,shared_parameter_set,0,0.2767872656153959,0.4887683593556392,0.21198109374024332,1,1,0,0
56,c_opt,32,0.05,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.38277781248551757,1,0,scalar_wald,0,0.29790888242980473,0.4676467425412304,0.16973786011142566,1,1,0,0
56,c_opt,32,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.38277781248551757,1,0,shared_parameter_set,0,0.2513647682415942,0.5141908567294409,0.26282608848784667,1,1,0,0
56,c_opt,32,0.01,2,0.8296623915074511,0.4287269597882558,0.4009354317191953,0.38277781248551757,1,0,scalar_wald,0,0.27124113185123133,0.4943144931198038,0.22307336126857247,1,1,0,0
57,random,0,0.5,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,0.0,0,0,shared_parameter_set,0,-0.5911330434750003,0.5911330434750003,1.1822660869500006,1,0,0,0
57,random,0,0.5,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,0.0,0,0,scalar_wald,0,-1.0,1.0,2.0,1,0,0,0
57,random,0,0.2,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,0.0,1,0,shared_parameter_set,0,-0.6366626796261392,0.6366626796261392,1.2733253592522784,1,0,0,0
57,random,0,0.2,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,0.0,1,0,scalar_wald,0,-1.0,1.0,2.0,1,0,0,0
57,random,0,0.1,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,0.0,1,0,shared_parameter_set,0,-0.6639103342316546,0.6639103342316546,1.3278206684633092,1,0,0,0
57,random,0,0.1,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,0.0,1,0,scalar_wald,0,-1.0,1.0,2.0,1,0,0,0
57,random,0,0.05,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,0.0,1,0,shared_parameter_set,0,-0.6875436110507982,0.6875436110507982,1.3750872221015964,1,0,0,0
57,random,0,0.05,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,0.0,1,0,scalar_wald,0,-1.0,1.0,2.0,1,0,0,0
57,random,0,0.01,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,0.0,1,0,shared_parameter_set,0,-0.7337335099764617,0.7337335099764617,1.4674670199529234,1,0,0,0
57,random,0,0.01,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,0.0,1,0,scalar_wald,0,-1.0,1.0,2.0,1,0,0,0
57,random,2,0.5,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,5.551115123125783e-17,1,0,shared_parameter_set,0,-0.5395362667494827,0.539536266749483,1.0790725334989657,1,0,0,0
57,random,2,0.5,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,5.551115123125783e-17,1,0,scalar_wald,0,-1.0,1.0,2.0,1,0,0,0
57,random,2,0.2,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,5.551115123125783e-17,1,0,shared_parameter_set,0,-0.5802592113193942,0.5802592113193943,1.1605184226387886,1,0,0,0
57,random,2,0.2,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,5.551115123125783e-17,1,0,scalar_wald,0,-1.0,1.0,2.0,1,0,0,0
57,random,2,0.1,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,5.551115123125783e-17,1,0,shared_parameter_set,0,-0.6046302544895412,0.6046302544895412,1.2092605089790824,1,0,0,0
57,random,2,0.1,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,5.551115123125783e-17,1,0,scalar_wald,0,-1.0,1.0,2.0,1,0,0,0
57,random,2,0.05,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,5.551115123125783e-17,1,0,shared_parameter_set,0,-0.6257684998890112,0.6257684998890113,1.2515369997780224,1,0,0,0
57,random,2,0.05,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,5.551115123125783e-17,1,0,scalar_wald,0,-1.0,1.0,2.0,1,0,0,0
57,random,2,0.01,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,5.551115123125783e-17,1,0,shared_parameter_set,0,-0.6670820014376624,0.6670820014376625,1.3341640028753248,1,0,0,0
57,random,2,0.01,1,0.32552001578646284,0.13202534242031164,0.1934946733661512,5.551115123125783e-17,1,0,scalar_wald,0,-1.0,1.0,2.0,1,0,0,0
57,random,4,0.5,2,0.32552001578646284,0.13202534242031164,0.1934946733661512,-0.06553627541134863,0,1,shared_parameter_set,0,-0.3153026587586579,0.18423010793596067,0.4995327666946186,0,0,0,0
57,random,4,0.5,2,0.32552001578646284,0.13202534242031164,0.1934946733661512,-0.06553627541134863,0,1,scalar_wald,0,-0.20861715827268962,0.07754460744999236,0.286161765722682,0,0,0,0
57,random,4,0.2,2,0.32552001578646284,0.13202534242031164,0.1934946733661512,-0.06553627541134863,1,1,shared_parameter_set,0,-0.44612714776520446,0.31505459694250726,0.7611817447077117,1,0,0,0
57,random,4,0.2,2,0.32552001578646284,0.13202534242031164,0.1934946733661512,-0.06553627541134863,1,1,scalar_wald,0,-0.33739441614239574,0.20632186531969846,0.5437162814620942,1,0,0,0
57,random,4,0.1,2,0.32552001578646284,0.13202534242031164,0.1934946733661512,-0.06553627541134863,1,1,shared_parameter_set,0,-0.5187578105585361,0.38969186340419515,0.9084496739627312,1,0,0,0
57,random,4,0.1,2,0.32552001578646284,0.13202534242031164,0.1934946733661512,-0.06553627541134863,1,1,scalar_wald,0,-0.41446242151435064,0.28338987069165344,0.6978522922060041,1,0,0,0
57,random,4,0.05,2,0.32552001578646284,0.13202534242031164,0.1934946733661512,-0.06553627541134863,1,1,shared_parameter_set,0,-0.5566856730900909,0.4537092393693369,1.0103949124594278,1,0,0,0
57,random,4,0.05,2,0.32552001578646284,0.13202534242031164,0.1934946733661512,-0.06553627541134863,1,1,scalar_wald,0,-0.48130742271625193,0.35023487189355473,0.8315422946098067,1,0,0,0
57,random,4,0.01,2,0.32552001578646284,0.13202534242031164,0.1934946733661512,-0.06553627541134863,1,1,shared_parameter_set,0,-0.6096398736572806,0.5562260988697687,1.1658659725270493,1,0,0,0
57,random,4,0.01,2,0.32552001578646284,0.13202534242031164,0.1934946733661512,-0.06553627541134863,1,1,scalar_wald,0,-0.6119521857268835,0.48087963490418617,1.0928318206310697,1,0,0,0
57,random,8,0.5,2,0.32552001578646284,0.13202534242031164,0.1934946733661512,0.25306104216873326,1,0,shared_parameter_set,0,0.11917220698485714,0.38694987735260933,0.2677776703677522,1,1,0,0
