method,interval_type,budget,alpha,trials,parameter_coverage,delta_coverage,delta_coverage_wilson95_low,delta_coverage_wilson95_high,decision_coverage,decision_coverage_wilson95_low,decision_coverage_wilson95_high,claims,incorrect_claims,unconditional_incorrect_claim_rate,selective_risk,selective_risk_wilson95_low,selective_risk_wilson95_high,sign_errors,empty_sets,mean_interval_width_nonempty,point_ranking_error_rate
random,shared_parameter_set,2,0.5,300,0.45666666666666667,0.7466666666666667,0.6945458844004171,0.7925502497954735,0.4266666666666667,0.3719735758386311,0.4832140599409689,128,13,0.043333333333333335,0.1015625,0.060318648726840854,0.16602486330361116,7,1,0.5426686125429261,0.19333333333333333
random,scalar_wald,2,0.5,300,0.45666666666666667,0.52,0.4635710820137406,0.5759231991372775,0.6066666666666667,0.5503752712846574,0.6602608948541061,182,26,0.08666666666666667,0.14285714285714285,0.09939075154071278,0.20108826522471082,12,1,0.39335158153790634,0.19333333333333333
random,shared_parameter_set,2,0.2,300,0.8166666666666667,0.9266666666666666,0.8914686583942826,0.9510760061607713,0.25666666666666665,0.21053333722579365,0.30895290877015197,77,3,0.01,0.03896103896103896,0.013337950040590962,0.10839981872632877,3,0,0.766132892210666,0.19333333333333333
random,scalar_wald,2,0.2,300,0.8166666666666667,0.79,0.7403888774230657,0.8322781992666975,0.39666666666666667,0.34295083194304077,0.452995382110032,119,10,0.03333333333333333,0.08403361344537816,0.04628480919483177,0.14779835335938682,6,0,0.6387949361400551,0.19333333333333333
random,shared_parameter_set,2,0.1,300,0.9233333333333333,0.9733333333333334,0.9482710570494102,0.9864269301913529,0.19,0.14963485033440665,0.23820379182481183,57,1,0.0033333333333333335,0.017543859649122806,0.003103664651408093,0.09290749178567684,1,0,0.8876044530059077,0.19333333333333333
random,scalar_wald,2,0.1,300,0.9233333333333333,0.9066666666666666,0.8684146029829267,0.934635780421109,0.2833333333333333,0.2353308526310286,0.33681443489960794,85,4,0.013333333333333334,0.047058823529411764,0.018450260833070706,0.1148372715631877,3,0,0.7833226810774689,0.19333333333333333
random,shared_parameter_set,2,0.05,300,0.96,0.9833333333333333,0.9615846051669054,0.9928605226493666,0.14333333333333334,0.1081847423238497,0.18750057714965976,43,1,0.0033333333333333335,0.023255813953488372,0.004117087274333769,0.12058993440607177,1,0,0.9858983074146745,0.19333333333333333
random,scalar_wald,2,0.05,300,0.96,0.9466666666666667,0.9151308582251686,0.9669080874809034,0.21666666666666667,0.1737878350698321,0.2667098486240773,65,2,0.006666666666666667,0.03076923076923077,0.008478997236440126,0.10542705523577942,2,0,0.9041561490832192,0.19333333333333333
random,shared_parameter_set,2,0.01,300,0.9933333333333333,0.9966666666666667,0.9813633063054688,0.9994113422781488,0.08,0.054346855395144764,0.11627324043347391,24,0,0.0,0.0,1.3877787807814457e-17,0.13797620467498017,0,0,1.1597067398306355,0.19333333333333333
random,scalar_wald,2,0.01,300,0.9933333333333333,0.9866666666666667,0.9662244697474675,0.9948030382606411,0.13333333333333333,0.09946641683411198,0.1764717620638884,40,1,0.0033333333333333335,0.025,0.0044268315026814095,0.1288136896347409,1,0,1.1271166927241414,0.19333333333333333
