method,interval_type,budget,alpha,trials,parameter_coverage,delta_coverage,delta_coverage_wilson95_low,delta_coverage_wilson95_high,decision_coverage,decision_coverage_wilson95_low,decision_coverage_wilson95_high,claims,incorrect_claims,unconditional_incorrect_claim_rate,selective_risk,selective_risk_wilson95_low,selective_risk_wilson95_high,sign_errors,empty_sets,mean_interval_width_nonempty,point_ranking_error_rate
d_opt,shared_parameter_set,8,0.1,300,0.91,0.9666666666666667,0.9397381741959452,0.9817950526611452,0.5533333333333333,0.496755238029873,0.6085628450395089,166,0,0.0,0.0,1.734723475976807e-18,0.02261790994594346,0,0,0.32128594451144293,0.07666666666666666
d_opt,scalar_wald,8,0.1,300,0.91,0.88,0.8383421861729838,0.912049155696361,0.6166666666666667,0.5605031391673366,0.669880167546936,185,1,0.0033333333333333335,0.005405405405405406,0.0009548249094924379,0.029978312639718188,0,0,0.24672804404272072,0.07666666666666666
d_opt,shared_parameter_set,8,0.05,300,0.96,0.9866666666666667,0.9662244697474675,0.9948030382606411,0.5166666666666667,0.4602663137927717,0.5726455871664101,155,0,0.0,0.0,0.0,0.024184232814371848,0,0,0.3662001156355013,0.07666666666666666
d_opt,scalar_wald,8,0.05,300,0.96,0.9466666666666667,0.9151308582251686,0.9669080874809034,0.5866666666666667,0.5301906151568371,0.6409512698309082,176,0,0.0,0.0,0.0,0.021360251667687728,0,0,0.29399459768100805,0.07666666666666666
d_opt,shared_parameter_set,8,0.01,300,0.99,0.9966666666666667,0.9813633063054688,0.9994113422781488,0.44,0.38493919498482354,0.49657796156212186,132,0,0.0,0.0,0.0,0.02827898679860847,0,0,0.45315731837350787,0.07666666666666666
d_opt,scalar_wald,8,0.01,300,0.99,0.9966666666666667,0.9813633063054688,0.9994113422781488,0.49,0.43391704888051774,0.5463358105439731,147,0,0.0,0.0,0.0,0.02546686335923391,0,0,0.3862206124548223,0.07666666666666666
d_opt,shared_parameter_set,16,0.5,300,0.5166666666666667,0.77,0.7191446136117753,0.8140281819269698,0.7466666666666667,0.6945458844004171,0.7925502497954735,224,2,0.006666666666666667,0.008928571428571428,0.0024519610273981245,0.03196433380007298,0,0,0.144192405131452,0.04666666666666667
d_opt,scalar_wald,16,0.5,300,0.5166666666666667,0.4766666666666667,0.42080166187431245,0.533121676782833,0.79,0.7403888774230657,0.8322781992666975,237,5,0.016666666666666666,0.02109704641350211,0.009044258233793949,0.04842698815572015,1,0,0.08260778623588451,0.04666666666666667
d_opt,shared_parameter_set,16,0.2,300,0.8266666666666667,0.95,0.9191529665272558,0.9694683593706526,0.65,0.5944391111549903,0.7017679974776458,195,0,0.0,0.0,0.0,0.019319204573721077,0,0,0.219630703088269,0.04666666666666667
d_opt,scalar_wald,16,0.2,300,0.8266666666666667,0.8133333333333334,0.7653812201652491,0.8533625178673686,0.7166666666666667,0.6631855651003921,0.7646691473689714,215,0,0.0,0.0,0.0,0.017553615486732756,0,0,0.1569573707324612,0.04666666666666667
d_opt,shared_parameter_set,16,0.1,300,0.93,0.9766666666666667,0.9526280277317246,0.9886523397008747,0.6266666666666667,0.5706551328853308,0.6794753144044509,188,0,0.0,0.0,-1.734723475976807e-18,0.02002413265781392,0,0,0.2626390382471945,0.04666666666666667
d_opt,scalar_wald,16,0.1,300,0.93,0.9233333333333333,0.8875898961498251,0.9483723882133924,0.6633333333333333,0.6080919973085686,0.7144446320914131,199,0,0.0,0.0,0.0,0.018938233056634942,0,0,0.20145260437986684,0.04666666666666667
d_opt,shared_parameter_set,16,0.05,300,0.97,0.9933333333333333,0.9760224167496929,0.998169851642088,0.59,0.5335482149789318,0.6441760502006498,177,0,0.0,0.0,0.0,0.021242135767677948,0,0,0.29950548390138815,0.04666666666666667
d_opt,scalar_wald,16,0.05,300,0.97,0.9666666666666667,0.9397381741959452,0.9817950526611452,0.64,0.584229303230313,0.6922306648268142,192,0,0.0,0.0,1.734723475976807e-18,0.01961514606675411,0,0,0.24004558381776547,0.04666666666666667
d_opt,shared_parameter_set,16,0.01,300,0.9933333333333333,0.9966666666666667,0.9813633063054688,0.9994113422781488,0.5133333333333333,0.4569640167618392,0.5693655040055061,154,0,0.0,0.0,0.0,0.024337451322329538,0,0,0.3711042232081208,0.04666666666666667
d_opt,scalar_wald,16,0.01,300,0.9933333333333333,0.9966666666666667,0.9813633063054688,0.9994113422781488,0.5633333333333334,0.5067592167427277,0.6183060069021631,169,0,0.0,0.0,0.0,0.022225332087015413,0,0,0.31547337291016847,0.04666666666666667
d_opt,shared_parameter_set,32,0.5,300,0.48333333333333334,0.7266666666666667,0.6736074258805683,0.7739944271643041,0.76,0.7085788119154636,0.8048468430477725,228,2,0.006666666666666667,0.008771929824561403,0.00240888496988482,0.031413619687311545,0,0,0.11315728520658826,0.05
d_opt,scalar_wald,32,0.5,300,0.48333333333333334,0.44333333333333336,0.38818691756565193,0.4999126191731299,0.8033333333333333,0.7546412316550143,0.8443553658020945,241,4,0.013333333333333334,0.016597510373443983,0.006472892677009883,0.04189088883993507,0,0,0.06482315214949286,0.05
d_opt,shared_parameter_set,32,0.2,300,0.7766666666666666,0.9,0.8608335376153785,0.9290520854049847,0.69,0.6355391960366674,0.739656474898005,207,0,0.0,0.0,0.0,0.018219655859813683,0,0,0.1724004373883667,0.05
d_opt,scalar_wald,32,0.2,300,0.7766666666666666,0.7833333333333333,0.7332901513759227,0.8262121649301679,0.7533333333333333,0.7015546972961404,0.7987061972834228,226,1,0.0033333333333333335,0.004424778761061947,0.0007815095914513633,0.024633656369756764,0,0,0.12316601119078219,0.05
d_opt,shared_parameter_set,32,0.1,300,0.9266666666666666,0.97,0.9439774608583589,0.9841381461905676,0.6566666666666666,0.6012598041861229,0.7081120648301859,197,0,0.0,0.0,-1.734723475976807e-18,0.019126821938311438,0,0,0.2061800115416781,0.05
d_opt,scalar_wald,32,0.1,300,0.9266666666666666,0.8666666666666667,0.8235282379361116,0.9005335831658879,0.6966666666666667,0.642431561442127,0.7459288698762181,209,0,0.0,0.0,0.0,0.018048451847580686,0,0,0.158081863946077,0.05
d_opt,shared_parameter_set,32,0.05,300,0.97,0.99,0.9710165066376601,0.9965933815622847,0.6333333333333333,0.5774367141816825,0.6858584934917717,190,0,0.0,0.0,0.0,0.01981752945971958,0,0,0.235147549050457,0.05
d_opt,scalar_wald,32,0.05,300,0.97,0.9466666666666667,0.9151308582251686,0.9669080874809034,0.6733333333333333,0.6183622089237593,0.7239215610517313,202,0,0.0,0.0,0.0,0.01866222112252115,0,0,0.1883661590712551,0.05
d_opt,shared_parameter_set,32,0.01,300,0.98,0.9966666666666667,0.9813633063054688,0.9994113422781488,0.5733333333333334,0.5167859400590311,0.6280264241613689,172,0,0.0,0.0,0.0,0.0218461496307948,0,0,0.29148149048616384,0.05
d_opt,scalar_wald,32,0.01,300,0.98,0.9966666666666667,0.9813633063054688,0.9994113422781488,0.62,0.5638844388564824,0.6730812480496265,186,0,0.0,0.0,0.0,0.020235089029327337,0,0,0.24755509599149816,0.05
c_opt,shared_parameter_set,0,0.5,300,0.48333333333333334,1.0,0.9873570287754538,0.9999999999999998,0.0,8.673617379884035e-19,0.012642971224546034,0,0,0.0,,,,0,0,1.5188840838263213,0.5366666666666666
c_opt,scalar_wald,0,0.5,300,0.48333333333333334,1.0,0.9873570287754538,0.9999999999999998,0.0,8.673617379884035e-19,0.012642971224546034,0,0,0.0,,,,0,0,2.0,0.5366666666666666
c_opt,shared_parameter_set,0,0.2,300,0.7933333333333333,1.0,0.9873570287754538,0.9999999999999998,0.0,8.673617379884035e-19,0.012642971224546034,0,0,0.0,,,,0,0,1.595384336003226,0.5366666666666666
c_opt,scalar_wald,0,0.2,300,0.7933333333333333,1.0,0.9873570287754538,0.9999999999999998,0.0,8.673617379884035e-19,0.012642971224546034,0,0,0.0,,,,0,0,2.0,0.5366666666666666
c_opt,shared_parameter_set,0,0.1,300,0.91,1.0,0.9873570287754538,0.9999999999999998,0.0,8.673617379884035e-19,0.012642971224546034,0,0,0.0,,,,0,0,1.637065937783869,0.5366666666666666
c_opt,scalar_wald,0,0.1,300,0.91,1.0,0.9873570287754538,0.9999999999999998,0.0,8.673617379884035e-19,0.012642971224546034,0,0,0.0,,,,0,0,2.0,0.5366666666666666
c_opt,shared_parameter_set,0,0.05,300,0.96,1.0,0.9873570287754538,0.9999999999999998,0.0,8.673617379884035e-19,0.012642971224546034,0,0,0.0,,,,0,0,1.670972156246493,0.5366666666666666
c_opt,scalar_wald,0,0.05,300,0.96,1.0,0.9873570287754538,0.9999999999999998,0.0,8.673617379884035e-19,0.012642971224546034,0,0,0.0,,,,0,0,2.0,0.5366666666666666
c_opt,shared_parameter_set,0,0.01,300,0.99,1.0,0.9873570287754538,0.9999999999999998,0.0,8.673617379884035e-19,0.012642971224546034,0,0,0.0,,,,0,0,1.731686039769647,0.5366666666666666
c_opt,scalar_wald,0,0.01,300,0.99,1.0,0.9873570287754538,0.9999999999999998,0.0,8.673617379884035e-19,0.012642971224546034,0,0,0.0,,,,0,0,2.0,0.5366666666666666
c_opt,shared_parameter_set,2,0.5,300,0.5133333333333333,0.7666666666666667,0.715618653578636,0.8109717617682728,0.5733333333333334,0.5167859400590311,0.6280264241613689,172,9,0.03,0.05232558139534884,0.027769758916001627,0.09644132854412861,5,0,0.3458146966350353,0.16
c_opt,scalar_wald,2,0.5,300,0.5133333333333333,0.5066666666666667,0.45036683073695566,0.5627979296467172,0.6733333333333333,0.6183622089237593,0.7239215610517313,202,15,0.05,0.07425742574257425,0.045514449672078995,0.11889100593719645,9,0,0.20144275914041668,0.16
c_opt,shared_parameter_set,2,0.2,300,0.79,0.9266666666666666,0.8914686583942826,0.9510760061607713,0.4066666666666667,0.3526017598634212,0.46309159476516065,122,2,0.006666666666666667,0.01639344262295082,0.004507246613595466,0.05780495871348255,1,0,0.5229564681546431,0.16
c_opt,scalar_wald,2,0.2,300,0.79,0.8066666666666666,0.7582162445043988,0.8473627331445462,0.55,0.4934256045239535,0.6053100983535921,165,7,0.023333333333333334,0.04242424242424243,0.020699850349129613,0.08497004225492186,4,0,0.38254347449361414,0.16
c_opt,shared_parameter_set,2,0.1,300,0.9166666666666666,0.9733333333333334,0.9482710570494102,0.9864269301913529,0.30333333333333334,0.2540711301237818,0.3575684385578729,91,2,0.006666666666666667,0.02197802197802198,0.006048006082981144,0.0766316460248494,1,0,0.6215418145262805,0.16
c_opt,scalar_wald,2,0.1,300,0.9166666666666666,0.9,0.8608335376153785,0.9290520854049847,0.4533333333333333,0.39794515245358275,0.509901524860708,136,4,0.013333333333333334,0.029411764705882353,0.011495862973155337,0.07318187795256928,2,0,0.4905889512377047,0.16
c_opt,shared_parameter_set,2,0.05,300,0.95,0.98,0.9570603791821394,0.9908023684422963,0.24333333333333335,0.19822154125071836,0.2949351839778819,73,2,0.006666666666666667,0.0273972602739726,0.007545758679607641,0.09450148171690531,1,0,0.7036882715676647,0.16
c_opt,scalar_wald,2,0.05,300,0.95,0.9566666666666667,0.9272825343659885,0.9745035519155927,0.36666666666666664,0.3141415065082282,0.4225632858183173,110,2,0.006666666666666667,0.01818181818181818,0.005000354875327899,0.06388016459381213,1,0,0.5840788534188089,0.16
c_opt,shared_parameter_set,2,0.01,300,0.9866666666666667,0.9933333333333333,0.9760224167496929,0.998169851642088,0.16333333333333333,0.1258064331944026,0.20937316743012502,49,0,0.0,0.0,6.938893903907228e-18,0.07269781922049637,0,0,0.8580249049283615,0.16
c_opt,scalar_wald,2,0.01,300,0.9866666666666667,0.9833333333333333,0.9615846051669054,0.9928605226493666,0.21666666666666667,0.1737878350698321,0.2667098486240773,65,0,0.0,0.0,0.0,0.05580153132285689,0,0,0.7633952561680869,0.16
c_opt,shared_parameter_set,4,0.5,300,0.49333333333333335,0.7566666666666667,0.7050648160221181,0.8017784587492817,0.6433333333333333,0.5876297656515226,0.6954125825974409,193,3,0.01,0.015544041450777202,0.005300215242179038,0.0446966648848823,2,0,0.24833691734924826,0.13666666666666666
c_opt,scalar_wald,4,0.5,300,0.49333333333333335,0.51,0.45366418945602693,0.5660829511194823,0.7333333333333333,0.680572605868549,0.7801940075599961,220,13,0.043333333333333335,0.05909090909090909,0.034854738262278424,0.09846041692797755,7,0,0.143080882861341,0.13666666666666666
c_opt,shared_parameter_set,4,0.2,300,0.79,0.9266666666666666,0.8914686583942826,0.9510760061607713,0.53,0.4735002333859323,0.5857411883405951,159,2,0.006666666666666667,0.012578616352201259,0.003456315519739659,0.04469763051760463,1,0,0.3774120604631179,0.13666666666666666
c_opt,scalar_wald,4,0.2,300,0.79,0.8033333333333333,0.7546412316550143,0.8443553658020945,0.6166666666666667,0.5605031391673366,0.669880167546936,185,2,0.006666666666666667,0.010810810810810811,0.0029697381686438866,0.03855429405216007,1,0,0.27185814073104714,0.13666666666666666
c_opt,shared_parameter_set,4,0.1,300,0.9033333333333333,0.9566666666666667,0.9272825343659885,0.9745035519155927,0.44666666666666666,0.39143715496049114,0.503244761970127,134,0,0.0,0.0,0.0,0.027868675023899322,0,0,0.45033588286938064,0.13666666666666666
c_opt,scalar_wald,4,0.1,300,0.9033333333333333,0.91,0.8722229892013517,0.9374097743945206,0.5633333333333334,0.5067592167427277,0.6183060069021631,169,2,0.006666666666666667,0.011834319526627219,0.003251419493628345,0.04211650828363522,1,0,0.34884299389578904,0.13666666666666666
c_opt,shared_parameter_set,4,0.05,300,0.9533333333333334,0.9833333333333333,0.9615846051669054,0.9928605226493666,0.3933333333333333,0.3397391051458938,0.44962472871534254,118,0,0.0,0.0,-3.469446951953614e-18,0.03152833902249433,0,0,0.5122484159453152,0.13666666666666666
c_opt,scalar_wald,4,0.05,300,0.9533333333333334,0.9366666666666666,0.9032086875144784,0.9590831176160847,0.47,0.4142588116594049,0.5264997666140677,141,1,0.0033333333333333335,0.0070921985815602835,0.0012530461940498637,0.03907697304391938,0,0,0.4154651784270173,0.13666666666666666
c_opt,shared_parameter_set,4,0.01,300,0.9933333333333333,0.9966666666666667,0.9813633063054688,0.9994113422781488,0.32,0.2697753585604896,0.3747761110803469,96,0,0.0,0.0,3.469446951953614e-18,0.038475587857675686,0,0,0.6309542946119698,0.13666666666666666
c_opt,scalar_wald,4,0.01,300,0.9933333333333333,0.99,0.9710165066376601,0.9965933815622847,0.37666666666666665,0.3237203650702255,0.4327315678318291,113,0,0.0,0.0,0.0,0.03287753216595198,0,0,0.5450313007649048,0.13666666666666666
c_opt,shared_parameter_set,8,0.5,300,0.49666666666666665,0.74,0.6875519770721528,0.7863793967400652,0.7133333333333334,0.6597183711272249,0.7615539611503023,214,2,0.006666666666666667,0.009345794392523364,0.002566706667490393,0.03342946625177219,0,0,0.1765566294625027,0.07666666666666666
c_opt,scalar_wald,8,0.5,300,0.49666666666666665,0.49333333333333335,0.43720207035328285,0.5496331692630444,0.79,0.7403888774230657,0.8322781992666975,237,9,0.03,0.0379746835443038,0.020105032510822306,0.07058308625262961,4,0,0.10117346252941227,0.07666666666666666
c_opt,shared_parameter_set,8,0.2,300,0.7966666666666666,0.9233333333333333,0.8875898961498251,0.9483723882133924,0.6,0.5436365963411878,0.653834809413903,180,0,0.0,0.0,0.0,0.02089549792161305,0,0,0.26877120379657155,0.07666666666666666
c_opt,scalar_wald,8,0.2,300,0.7966666666666666,0.7766666666666666,0.7262089140024802,0.8201286419199375,0.6966666666666667,0.642431561442127,0.7459288698762181,209,2,0.006666666666666667,0.009569377990430622,0.002628203347104105,0.034213579565594655,0,0,0.1922327348316901,0.07666666666666666
c_opt,shared_parameter_set,8,0.1,300,0.91,0.9666666666666667,0.9397381741959452,0.9817950526611452,0.5533333333333333,0.496755238029873,0.6085628450395089,166,0,0.0,0.0,1.734723475976807e-18,0.02261790994594346,0,0,0.32128594451144293,0.07666666666666666
c_opt,scalar_wald,8,0.1,300,0.91,0.88,0.8383421861729838,0.912049155696361,0.6166666666666667,0.5605031391673366,0.669880167546936,185,1,0.0033333333333333335,0.005405405405405406,0.0009548249094924379,0.029978312639718188,0,0,0.24672804404272072,0.07666666666666666
c_opt,shared_parameter_set,8,0.05,300,0.96,0.9866666666666667,0.9662244697474675,0.9948030382606411,0.5166666666666667,0.4602663137927717,0.5726455871664101,155,0,0.0,0.0,0.0,0.024184232814371848,0,0,0.3662001156355013,0.07666666666666666
c_opt,scalar_wald,8,0.05,300,0.96,0.9466666666666667,0.9151308582251686,0.9669080874809034,0.5866666666666667,0.5301906151568371,0.6409512698309082,176,0,0.0,0.0,0.0,0.021360251667687728,0,0,0.29399459768100805,0.07666666666666666
c_opt,shared_parameter_set,8,0.01,300,0.99,0.9966666666666667,0.9813633063054688,0.9994113422781488,0.44,0.38493919498482354,0.49657796156212186,132,0,0.0,0.0,0.0,0.02827898679860847,0,0,0.45315731837350787,0.07666666666666666
c_opt,scalar_wald,8,0.01,300,0.99,0.9966666666666667,0.9813633063054688,0.9994113422781488,0.49,0.43391704888051774,0.5463358105439731,147,0,0.0,0.0,0.0,0.02546686335923391,0,0,0.3862206124548223,0.07666666666666666
c_opt,shared_parameter_set,16,0.5,300,0.47,0.7333333333333333,0.680572605868549,0.7801940075599961,0.7333333333333333,0.680572605868549,0.7801940075599961,220,0,0.0,0.0,0.0,0.01716151619513562,0,0,0.12486812735916636,0.05333333333333334
c_opt,scalar_wald,16,0.5,300,0.47,0.44333333333333336,0.38818691756565193,0.4999126191731299,0.7833333333333333,0.7332901513759227,0.8262121649301679,235,2,0.006666666666666667,0.00851063829787234,0.002337035157692966,0.030494194643917644,0,0,0.07154044143067045,0.05333333333333334
c_opt,shared_parameter_set,16,0.2,300,0.7966666666666666,0.92,0.8837267595665261,0.9456531446048553,0.6833333333333333,0.628659261236736,0.7333716493142638,205,0,0.0,0.0,0.0,0.01839413899130202,0,0,0.19023561134823133,0.05333333333333334
c_opt,scalar_wald,16,0.2,300,0.7966666666666666,0.78,0.7297473820840871,0.8231725540301672,0.73,0.6770882626256942,0.7770959706110145,219,0,0.0,0.0,0.0,0.017238528418471243,0,0,0.1359290703655235,0.05333333333333334
c_opt,shared_parameter_set,16,0.1,300,0.9066666666666666,0.9666666666666667,0.9397381741959452,0.9817950526611452,0.63,0.5740445552913591,0.6826682721902588,189,0,0.0,0.0,0.0,0.019920295377281662,0,0,0.2275135303391372,0.05333333333333334
c_opt,scalar_wald,16,0.1,300,0.9066666666666666,0.9066666666666666,0.8684146029829267,0.934635780421109,0.69,0.6355391960366674,0.739656474898005,207,0,0.0,0.0,0.0,0.018219655859813683,0,0,0.17446307305150094,0.05333333333333334
c_opt,shared_parameter_set,16,0.05,300,0.9466666666666667,0.9766666666666667,0.9526280277317246,0.9886523397008747,0.6066666666666667,0.5503752712846574,0.6602608948541061,182,0,0.0,0.0,0.0,0.020670623471593007,0,0,0.25948182755883786,0.05333333333333334
c_opt,scalar_wald,16,0.05,300,0.9466666666666667,0.9466666666666667,0.9151308582251686,0.9669080874809034,0.6466666666666666,0.5910330291100347,0.698591699330765,194,0,0.0,0.0,0.0,0.019416854503563286,0,0,0.2078855736524516,0.05333333333333334
c_opt,shared_parameter_set,16,0.01,300,0.9833333333333333,0.9966666666666667,0.9813633063054688,0.9994113422781488,0.53,0.4735002333859323,0.5857411883405951,159,0,0.0,0.0,0.0,0.023590176902824132,0,0,0.32165042191531235,0.05333333333333334
c_opt,scalar_wald,16,0.01,300,0.9833333333333333,0.99,0.9710165066376601,0.9965933815622847,0.5866666666666667,0.5301906151568371,0.6409512698309082,176,0,0.0,0.0,0.0,0.021360251667687728,0,0,0.2732079551577673,0.05333333333333334
c_opt,shared_parameter_set,32,0.5,300,0.5,0.7366666666666667,0.6840604965627417,0.7832884970576399,0.7633333333333333,0.7120967390716028,0.8079112960834695,229,2,0.006666666666666667,0.008733624454148471,0.002398351409461751,0.031278893443795475,0,0,0.10196669901688085,0.03
c_opt,scalar_wald,32,0.5,300,0.5,0.5,0.4437795161339169,0.5562204838660831,0.8033333333333333,0.7546412316550143,0.8443553658020945,241,3,0.01,0.012448132780082987,0.004242353590277581,0.03595287669505316,0,0,0.05841252582620269,0.03
c_opt,shared_parameter_set,32,0.2,300,0.7933333333333333,0.93,0.8953639895740667,0.9537630551728237,0.72,0.666656114789153,0.7677809778720466,216,0,0.0,0.0,0.0,0.01747376878456431,0,0,0.15537557300461202,0.03
c_opt,scalar_wald,32,0.2,300,0.7933333333333333,0.77,0.7191446136117753,0.8140281819269698,0.76,0.7085788119154636,0.8048468430477725,228,2,0.006666666666666667,0.008771929824561403,0.00240888496988482,0.031413619687311545,0,0,0.11098562120213425,0.03
c_opt,shared_parameter_set,32,0.1,300,0.89,0.9666666666666667,0.9397381741959452,0.9817950526611452,0.6833333333333333,0.628659261236736,0.7333716493142638,205,0,0.0,0.0,0.0,0.01839413899130202,0,0,0.18584363782604976,0.03
c_opt,scalar_wald,32,0.1,300,0.89,0.8933333333333333,0.8532967116826325,0.9234241509540578,0.7333333333333333,0.680572605868549,0.7801940075599961,220,0,0.0,0.0,0.0,0.01716151619513562,0,0,0.14244850264469466,0.03
c_opt,shared_parameter_set,32,0.05,300,0.9533333333333334,0.9866666666666667,0.9662244697474675,0.9948030382606411,0.6366666666666667,0.5808316248758691,0.6890459629894217,191,0,0.0,0.0,0.0,0.019715818409208725,0,0,0.21197142807976116,0.03
c_opt,scalar_wald,32,0.05,300,0.9533333333333334,0.9466666666666667,0.9151308582251686,0.9669080874809034,0.7033333333333334,0.6493365822398648,0.7521886094621532,211,0,0.0,0.0,0.0,0.017880435376768655,0,0,0.1697378601114257,0.03
c_opt,shared_parameter_set,32,0.01,300,0.9966666666666667,0.9966666666666667,0.9813633063054688,0.9994113422781488,0.6133333333333333,0.5571245198072374,0.6666764067151987,184,0,0.0,0.0,0.0,0.02045053762258643,0,0,0.2627876112075906,0.03
c_opt,scalar_wald,32,0.01,300,0.9966666666666667,0.99,0.9710165066376601,0.9965933815622847,0.6366666666666667,0.5808316248758691,0.6890459629894217,191,0,0.0,0.0,0.0,0.019715818409208725,0,0,0.22307336126857252,0.03
